Name,MOID(AU)
P/2009 B1 (Boattini),2.1151151391087306
313P/Gibbs,2.1195645278314976
P/2009 O3 (Hill),2.1198239485589756
91P/Russell,2.121585053834859
223P/Skiff,2.1281087428780867
C/2021 B2 (PANSTARRS),2.1288585503032023
288P/,2.130693432191455
P/2015 R2 (PANSTARRS),2.134725547897755
370P/NEAT,2.1404444358656542
P/2021 U1 (Wierzchos),2.1405264402439563
243P/NEAT,2.1421402661025857
318P/McNaught-Hartley,2.1431484923429824
229P/Gibbs,2.147166423535636
C/2022 Y2 (Lemmon),2.1502766279810865
151P/Helin,2.1506647524940514
134P/Kowal-Vavrova,2.155696771394734
303P/NEAT,2.1572098936910753
P/2013 G4 (PANSTARRS),2.1583333908234508
120P/Mueller,2.1616152831449664
P/2022 R5 (PANSTARRS),2.17055673899131
56P/Slaughter-Burnham,2.174087950922617
P/2023 S1,2.1742749485313486
P/2008 O3 (Boattini),2.177855616166498
292P/Li,2.1778723593725493
C/2018 V2 (ATLAS),2.1795613628338577
C/2021 K1 (ATLAS),2.1801143927901188
C/2019 LB7 (Kleyna),2.1816214020630476
357P/Hill,2.184578706344624
